"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-12-30"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"920","서울특별시 성동구 행당동","192-29","0192","0029","성동샤르망","27.6000","202312","04","17,700","11","-","-","2004","고산자로 284","-","중개거래","서울 성동구"
"921","서울특별시 종로구 숭인동","76","0076","0000","롯데캐슬 천지인","39.6000","202312","04","29,000","8","-","-","2004","종로 347","-","중개거래","서울 종로구"
"922","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","20.1400","202312","04","21,000","2","-","-","2023","이문로 70","20240205","중개거래","서울 동대문구"
"923","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","20.1400","202312","04","21,000","6","-","-","2023","이문로 70","20240205","중개거래","서울 동대문구"
"924","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","20.1400","202312","04","21,000","3","-","-","2023","이문로 70","20240124","중개거래","서울 동대문구"
"925","서울특별시 광진구 자양동","779","0779","0000","타워더모스트광진아크로텔","23.9700","202312","04","20,000","10","-","-","2014","아차산로 355","20240331","중개거래","서울 광진구"
"926","서울특별시 강서구 내발산동","647","0647","0000","DH647","58.1800","202312","04","107,800","3","-","-","2023","강서로52길 43","-","직거래","-"
"927","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","23.2300","202312","04","21,000","3","-","-","2023","이문로 70","-","중개거래","서울 동대문구"
"928","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","22.0200","202312","04","21,000","4","-","-","2023","이문로 70","-","중개거래","서울 동대문구"
"929","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","23.2300","202312","04","21,000","11","-","-","2023","이문로 70","20240205","중개거래","서울 동대문구"
"930","서울특별시 강서구 마곡동","795-5","0795","0005","마곡사이언스파크뷰","25.1600","202312","04","16,750","8","-","-","2016","마곡중앙6로 85","-","중개거래","서울 강서구"
"931","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","20.6800","202312","04","21,000","6","-","-","2023","이문로 70","20240205","중개거래","서울 동대문구"
"932","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","23.2300","202312","04","21,000","16","-","-","2023","이문로 70","20240124","중개거래","서울 동대문구"
"933","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","20.1400","202312","04","21,000","6","-","-","2023","이문로 70","20240124","중개거래","서울 동대문구"
"934","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","23.2300","202312","04","21,000","4","-","-","2023","이문로 70","20240205","중개거래","서울 동대문구"
"935","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","20.1400","202312","04","21,000","5","-","-","2023","이문로 70","-","중개거래","서울 동대문구"
"936","서울특별시 강남구 논현동","152-5","0152","0005","논현동대우아이빌 힐타운","40.5500","202312","04","32,000","6","-","-","2003","논현로 641","-","중개거래","서울 강남구"
"937","서울특별시 마포구 상수동","157-1","0157","0001","세방글로벌시티","29.5000","202312","04","19,700","13","-","-","2005","독막로 100","-","중개거래","서울 마포구"
"938","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","22.0200","202312","04","21,000","3","-","-","2023","이문로 70","20240124","중개거래","서울 동대문구"
"939","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","23.2300","202312","04","21,000","3","-","-","2023","이문로 70","20240124","중개거래","서울 동대문구"
"940","서울특별시 강서구 방화동","612-2","0612","0002","경동화인시티","19.4400","202312","04","7,000","4","-","-","2010","개화동로29길 49","-","중개거래","서울 강서구"
"941","서울특별시 동작구 대방동","394-26","0394","0026","리안","18.2100","202312","04","13,750","3","-","-","2017"," ","-","중개거래","서울 동작구"
"942","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","20.6800","202312","04","21,000","12","-","-","2023","이문로 70","20240205","중개거래","서울 동대문구"
"943","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","20.6800","202312","04","21,000","2","-","-","2023","이문로 70","-","중개거래","서울 동대문구"
"944","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","20.1400","202312","04","21,000","2","-","-","2023","이문로 70","-","중개거래","서울 동대문구"
"945","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","22.0200","202312","04","21,000","2","-","-","2023","이문로 70","20240205","중개거래","서울 동대문구"
"946","서울특별시 동대문구 이문동","346-121","0346","0121","민족통일MJ캠퍼스외대4차","20.1400","202312","04","21,000","4","-","-","2023","이문로 70","20240205","중개거래","서울 동대문구"
"947","서울특별시 송파구 방이동","50","0050","0000","잠실엘퍼스트오피스텔","18.0688","202312","03","20,500","9","-","-","2019","백제고분로51길 7","-","중개거래","서울 송파구"
"948","서울특별시 동대문구 장안동","371-1","0371","0001","장안삼성쉐르빌","43.1000","202312","03","16,500","4","-","-","2002","장한로 119","-","중개거래","서울 동대문구"
"949","서울특별시 영등포구 당산동5가","9-3","0009","0003","당산역해링턴타워","26.5600","202312","03","21,400","4","-","-","2015"," ","-","중개거래","서울 영등포구"
"950","서울특별시 송파구 문정동","618","0618","0000","파크하비오","48.9600","202312","02","46,500","9","-","-",""," ","-","중개거래","서울 송파구"
"951","서울특별시 마포구 공덕동","475","0475","0000","공덕푸르지오시티","31.1210","202312","02","26,000","4","-","-","2013","마포대로 156","-","중개거래","서울 마포구"
"952","서울특별시 마포구 신공덕동","3-3","0003","0003","블루마리오피스텔","17.7300","202312","02","17,400","18","-","-","2017"," ","-","중개거래","서울 마포구"
"953","서울특별시 송파구 석촌동","1-6","0001","0006","레이크캐슬","25.1800","202312","02","14,400","4","-","-","2002","송파대로49길 64","-","중개거래","서울 송파구"
"954","서울특별시 중구 만리동1가","62-7","0062","0007","서울역 디오빌","56.1700","202312","02","59,500","3","-","-","2005","만리재로 193","-","중개거래","서울 중구"
"955","서울특별시 광진구 자양동","779","0779","0000","타워더모스트광진아크로텔","23.9700","202312","02","22,700","13","-","-","2014","아차산로 355","-","직거래","-"
"956","서울특별시 관악구 봉천동","725-4","0725","0004","하우피스오피스텔","25.2000","202312","02","12,500","5","-","-","2003","보라매로 47","-","중개거래","서울 관악구"
"957","서울특별시 송파구 문정동","652-5","0652","0005","문정 아이파크","21.5700","202312","02","21,400","10","-","-","2017","법원로4길 6","-","중개거래","서울 송파구"
"958","서울특별시 중랑구 망우동","479","0479","0000","한일써너스빌리젠시 1단지","59.2900","202312","02","35,500","5","-","-","2008","용마산로115길 127","-","중개거래","서울 중랑구"
"959","서울특별시 마포구 대흥동","12-27","0012","0027","이대역 푸르지오 시티","28.5000","202312","02","25,400","16","-","-","2013","신촌로 170","-","중개거래","서울 마포구"
"960","서울특별시 은평구 진관동","100-3","0100","0003","아이파크 포레스트 게이트","24.9100","202312","02","13,500","3","-","-","2013","통일로 1010","-","중개거래","서울 은평구"
"961","서울특별시 동대문구 장안동","374-1","0374","0001","장안현대벤처빌","35.9800","202312","02","14,800","18","-","-","2004","장한로 85","-","중개거래","서울 동대문구"
"962","서울특별시 마포구 노고산동","57-18","0057","0018","신촌르·메이에르타운(I)","23.8500","202312","02","11,500","5","-","-","1999","서강로 137-7","-","중개거래","서울 마포구"
"963","서울특별시 서초구 서초동","1316-17","1316","0017","벨라채 오피스텔","24.4500","202312","02","19,500","8","-","-","2003","강남대로61길 19","-","중개거래","서울 서초구"
"964","서울특별시 관악구 봉천동","870-12","0870","0012","에이스 에이-존","24.3100","202312","02","15,200","9","-","-","2005","남부순환로 1805","-","중개거래","서울 관악구"
"965","서울특별시 동대문구 장안동","374-1","0374","0001","장안현대벤처빌","28.4900","202312","02","11,500","9","-","-","2004","장한로 85","-","중개거래","서울 동대문구"
"966","서울특별시 강북구 수유동","50-24","0050","0024","어반레프대원","41.1400","202312","01","30,500","4","-","-","2023","수유로12길 51","-","직거래","-"
"967","서울특별시 은평구 대조동","186-25","0186","0025","연신내역마에스트로","24.5400","202312","01","14,700","4","-","-","2013","통일로 827","-","중개거래","서울 은평구"
"968","서울특별시 광진구 화양동","18-9","0018","0009","화양 디펠리체","20.4480","202312","01","18,000","6","-","-","2019","광나루로 358","-","중개거래","서울 광진구"
"969","서울특별시 영등포구 영등포동3가","9-13","0009","0013","에쉐르아이 시네마 쇼핑몰","21.8400","202312","01","11,000","14","-","-","2005","영중로 12","-","직거래","-"
"970","서울특별시 구로구 구로동","104-8","0104","0008","비즈트위트 레드","27.2200","202312","01","16,900","13","-","-","2016","가마산로 285","-","중개거래","서울 구로구"
"971","서울특별시 중랑구 신내동","644","0644","0000","엘리어트하우스","21.6500","202312","01","8,800","4","-","-","2003","신내로 193","-","중개거래","서울 중랑구"
"972","서울특별시 동대문구 전농동","620-15","0620","0015","청량리역 우남SL타워300","18.4343","202312","01","27,679","15","-","-","2023","왕산로 186","20231209","직거래","-"
"973","서울특별시 용산구 서계동","219-17","0219","0017","서울역풍림아이원플러스","28.1100","202312","01","27,500","12","-","-","2004","만리재로 202","-","중개거래","서울 용산구"
"974","서울특별시 구로구 오류동","134-1","0134","0001","(134-1)","30.0300","202312","01","9,000","5","-","-","2001","오류로 86","-","중개거래","서울 구로구"
"975","서울특별시 강서구 마곡동","739-4","0739","0004","마곡 헤리움1차","29.1400","202312","01","17,300","10","-","-","2015","마곡서1로 115-1","-","중개거래","서울 강서구"
"976","서울특별시 강서구 마곡동","739-2","0739","0002","우성르보아투","20.2400","202312","01","12,100","11","-","-","2015"," ","-","중개거래","서울 강서구"
"977","서울특별시 관악구 봉천동","866-11","0866","0011","관악맥스텔","25.8200","202312","01","12,700","7","-","-","2003","관악로15길 23-11","-","중개거래","서울 관악구"
"978","서울특별시 관악구 봉천동","870-13","0870","0013","신원메트로빌","73.7300","202312","01","51,450","9","-","-","2006","남부순환로 1811","-","중개거래","서울 관악구"
"979","서울특별시 강남구 역삼동","837-26","0837","0026","삼일프라자오피스텔","31.5500","202312","01","25,000","8","-","-","1992","도곡로1길 14","-","직거래","-"
"980","서울특별시 구로구 구로동","44-2","0044","0002","몽삐에뜨로즈","26.5900","202312","01","29,000","8","-","-","2022","공원로8길 30-12","-","직거래","-"
"981","서울특별시 서초구 신원동","662","0662","0000","자연누리 오피스텔","21.3900","202312","01","16,000","2","-","-","2015"," ","-","중개거래","서울 강남구"
"982","서울특별시 구로구 고척동","137-15","0137","0015","드어반트라움","29.6300","202311","30","30,000","8","-","-","2021","경서로 62-6","-","중개거래","서울 강서구"
"983","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","24.4500","202311","30","37,700","8","-","-","2018","영동대로85길 34","-","중개거래","서울 강남구"
"984","서울특별시 도봉구 창동","13-2","0013","0002","EQ빌딩","32.7300","202311","30","16,100","14","-","-","2004","마들로11길 57","-","중개거래","서울 도봉구"
"985","서울특별시 송파구 방이동","46-2","0046","0002","사보이시티잠실","19.3629","202311","30","25,500","18","-","-","2021","오금로11길 45","-","직거래","-"
"986","서울특별시 구로구 오류동","47-24","0047","0024","(47-24)","19.8200","202311","30","12,500","11","-","-","2017","경인로 178-8","-","직거래","-"
"987","서울특별시 강남구 역삼동","838-10","0838","0010","강남웅진베어스빌","22.0800","202311","30","35,000","8","-","-","2019","도곡로 113","-","직거래","-"
"988","서울특별시 강남구 역삼동","720-25","0720","0025","디오빌역삼","32.8570","202311","30","22,800","3","-","-","2002","언주로 427","-","중개거래","서울 강남구"
"989","서울특별시 영등포구 대림동","665-8","0665","0008","더 스카이 뷰","41.3300","202311","30","34,000","2","-","-","2021","가마산로 363","20231220","직거래","-"
"990","서울특별시 종로구 인의동","28-26","0028","0026","루비온오피스텔","18.2000","202311","30","23,118","3","-","-","2021","종로31길 43","-","중개거래","서울 종로구"
"991","서울특별시 서초구 서초동","1328-11","1328","0011","대우도씨에빛2","38.8050","202311","30","44,500","11","-","-","2005","강남대로 359","-","중개거래","서울 강남구, 서울 서초구"
"992","서울특별시 서대문구 북아현동","154-6","0154","0006","헤센 스마트 더 센트럴","20.9800","202311","30","36,504","17","-","-","2023","신촌로33길 16","-","중개거래","서울 마포구"
"993","서울특별시 은평구 대조동","186-25","0186","0025","연신내역마에스트로","19.4500","202311","30","13,200","10","-","-","2013","통일로 827","-","중개거래","서울 은평구"
"994","서울특별시 종로구 인의동","28-26","0028","0026","루비온오피스텔","18.2000","202311","30","23,118","3","-","-","2021","종로31길 43","-","중개거래","서울 종로구"
"995","서울특별시 서초구 신원동","662","0662","0000","자연누리 오피스텔","21.3900","202311","30","16,000","2","-","-","2015"," ","-","중개거래","서울 강남구"
"996","서울특별시 광진구 광장동","120","0120","0000","주성아우라 오피스텔","29.8300","202311","30","16,400","6","-","-","2011","아차산로78길 33","20231226","중개거래","서울 광진구"
"997","서울특별시 서대문구 대현동","90-70","0090","0070","파라타워","19.3918","202311","30","25,000","8","-","-","2020","신촌로 163","-","중개거래","서울 서대문구"
"998","서울특별시 송파구 문정동","620","0620","0000","송파푸르지오시티","30.0000","202311","30","24,675","6","-","-","2013","새말로 62","-","직거래","-"
"999","서울특별시 마포구 대흥동","12-27","0012","0027","이대역 푸르지오 시티","29.9500","202311","30","23,900","4","-","-","2013","신촌로 170","-","중개거래","서울 마포구"
"1000","서울특별시 송파구 문정동","618","0618","0000","파크하비오","24.5800","202311","30","16,000","15","-","-",""," ","-","중개거래","경기 용인시처인구"
"1001","서울특별시 종로구 신문로2가","171","0171","0000","디팰리스","79.1410","202311","30","126,000","2","-","-","2020"," ","-","중개거래","서울 영등포구"
"1002","서울특별시 강남구 역삼동","736-22","0736","0022","메이플라워멤버스빌오피스텔","20.1000","202311","30","13,300","7","-","-","2006","테헤란로20길 15","-","중개거래","서울 강남구"
"1003","서울특별시 중랑구 망우동","508-2","0508","0002","효성 써너스빌 에코","18.5000","202311","30","11,000","10","-","-","2016","망우로60길 37","-","중개거래","서울 중랑구"
"1004","서울특별시 영등포구 영등포동8가","47-1","0047","0001","프로방스","37.2500","202311","30","29,000","2","-","-","2017"," ","-","중개거래","서울 영등포구"
"1005","서울특별시 강동구 길동","415-13","0415","0013","강동 큐브 2차","19.6100","202311","30","10,000","3","-","-","2013","진황도로 85","-","직거래","-"
"1006","서울특별시 서초구 신원동","662","0662","0000","자연누리 오피스텔","21.3900","202311","29","15,800","2","-","-","2015"," ","-","중개거래","서울 서초구"
"1007","서울특별시 강남구 역삼동","705-1","0705","0001","빅토리아오피스텔","30.1000","202311","29","25,800","5","-","-","1992","테헤란로 327","-","중개거래","서울 강남구"
"1008","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","22.2000","202311","29","18,900","4","-","-","2017"," ","-","중개거래","서울 강서구"
"1009","서울특별시 강동구 명일동","46-3","0046","0003","고덕역 대명벨리온","18.5924","202311","29","17,000","11","-","-","2021","고덕로 266","-","중개거래","서울 강동구"
"1010","서울특별시 강동구 천호동","451","0451","0000","이안 강동 컴홈스테이","22.8300","202311","29","24,000","11","-","-","2021","천호대로 1053","-","직거래","-"
"1011","서울특별시 성동구 용답동","228-1","0228","0001","(228-1)","25.8300","202311","29","8,100","7","-","-","1990","천호대로 366","-","직거래","-"
"1012","서울특별시 영등포구 문래동3가","55-16","0055","0016","영등포 SK 리더스뷰","114.6300","202311","29","91,000","11","-","-","2007","문래로28길 15","-","중개거래","경기 의왕시 서울 영등포구"
"1013","서울특별시 구로구 구로동","104-8","0104","0008","비즈트위트 레드","28.2200","202311","29","15,000","12","-","-","2016","가마산로 285","-","중개거래","서울 구로구"
"1014","서울특별시 서초구 서초동","1589-10","1589","0010","서초 리슈빌","19.6085","202311","29","17,000","13","-","-","2015"," ","-","중개거래","서울 서초구"
"1015","서울특별시 송파구 문정동","622","0622","0000","송파한화오벨리스크","29.9900","202311","29","23,500","13","-","-","2013","충민로 5","-","중개거래","서울 송파구"
"1016","서울특별시 종로구 숭인동","1388","1388","0000","동양파라빌","24.9300","202311","29","11,700","5","-","-","2005","난계로 251","-","중개거래","서울 종로구"
"1017","서울특별시 동대문구 답십리동","530-17","0530","0017","한성아펠시티","22.1400","202311","29","18,500","13","-","-","2019","황물로 168","-","중개거래","서울 동대문구"
"1018","서울특별시 구로구 구로동","512-2","0512","0002","하이빌골드타워","38.7400","202311","29","31,500","7","-","-","2019","구로중앙로 107","-","직거래","-"
"1019","서울특별시 동대문구 장안동","346-9","0346","0009","(346-9)","19.1200","202311","29","6,500","1","-","-","2010","장한로22길 20-20","20240111","중개거래","서울 동대문구"
"1020","서울특별시 마포구 성산동","593-5","0593","0005","상암미르웰한올림","16.3600","202311","29","15,000","4","-","-","2018","모래내로3길 11","-","중개거래","서울 마포구"
"1021","서울특별시 은평구 응암동","122-66","0122","0066","퍼스트빌리지","44.2000","202311","29","23,000","4","-","-","2016","응암로29길 23-16","-","중개거래","서울 은평구"
"1022","서울특별시 서초구 서초동","1588-7","1588","0007","석탑오피스텔","38.7000","202311","29","19,000","3","-","-","1996","효령로53길 18","-","중개거래","서울 서초구"
"1023","서울특별시 영등포구 당산동5가","9-3","0009","0003","당산역해링턴타워","23.9200","202311","28","21,500","12","-","-","2015"," ","-","중개거래","서울 영등포구"
"1024","서울특별시 강남구 삼성동","158-4","0158","0004","삼성역 두산위브센티움","23.2900","202311","28","21,000","2","-","-","2003","테헤란로83길 14","-","중개거래","서울 강남구"
"1025","서울특별시 영등포구 당산동5가","9-3","0009","0003","당산역해링턴타워","23.9200","202311","28","21,500","12","-","-","2015"," ","20231215","중개거래","서울 영등포구"
"1026","서울특별시 서초구 서초동","1302-1","1302","0001","서초오피스텔","21.7800","202311","28","22,700","5","-","-","1988","서운로 226","-","중개거래","서울 강북구 서울 서초구"
"1027","서울특별시 광진구 중곡동","92-3","0092","0003","지·오오피스텔","26.7100","202311","28","17,200","3","-","-","2002","용마산로 24-1","-","중개거래","서울 관악구 서울 송파구"
"1028","서울특별시 광진구 중곡동","92-3","0092","0003","지·오오피스텔","24.6000","202311","28","17,200","2","-","-","2002","용마산로 24-1","-","중개거래","서울 관악구 서울 송파구"
"1029","서울특별시 마포구 상암동","1734","1734","0000","상암 한화 오벨리스크","19.9300","202311","28","12,000","5","-","-","2013","구룡길 19","-","중개거래","서울 마포구"
"1030","서울특별시 광진구 중곡동","92-3","0092","0003","지·오오피스텔","26.7100","202311","28","17,200","2","-","-","2002","용마산로 24-1","-","중개거래","서울 관악구 서울 송파구"
"1031","서울특별시 종로구 내수동","72","0072","0000","경희궁의 아침 3단지","37.5000","202311","28","30,900","5","-","-","2004","사직로8길 34","-","중개거래","서울 종로구"
"1032","서울특별시 송파구 문정동","652-4","0652","0004","힐스테이트에코문정","20.7900","202311","28","22,000","8","-","-","2018","법원로4길 10","-","중개거래","서울 송파구"
"1033","서울특별시 광진구 중곡동","92-3","0092","0003","지·오오피스텔","23.2800","202311","28","17,200","2","-","-","2002","용마산로 24-1","-","중개거래","서울 관악구 서울 송파구"
"1034","서울특별시 송파구 문정동","618","0618","0000","파크하비오","24.5800","202311","28","19,500","4","-","-",""," ","-","직거래","-"
"1035","서울특별시 광진구 중곡동","92-3","0092","0003","지·오오피스텔","26.7100","202311","28","17,200","2","-","-","2002","용마산로 24-1","-","중개거래","서울 관악구 서울 송파구"
"1036","서울특별시 양천구 신정동","318-17","0318","0017","제이월드빌","64.4300","202311","28","58,500","12","-","-","2004","목동서로 291","-","중개거래","서울 양천구"
"1037","서울특별시 은평구 대조동","15-127","0015","0127","엠케이뷰오피스텔","15.9900","202311","28","26,500","10","-","-","2020","진흥로 187","-","중개거래","경기 성남수정구"
"1038","서울특별시 은평구 대조동","15-127","0015","0127","엠케이뷰오피스텔","15.9900","202311","28","26,000","4","-","-","2020","진흥로 187","-","중개거래","경기 성남수정구"
"1039","서울특별시 강동구 천호동","161-17","0161","0017","정암하이빌","23.1200","202311","28","10,700","6","-","-","2003","진황도로 66","-","중개거래","서울 강동구"
"1040","서울특별시 강동구 천호동","414","0414","0000","두산위브센티움","31.3700","202311","28","15,200","18","-","-","2004","올림픽로70길 61","-","중개거래","서울 강동구"
"1041","서울특별시 서초구 서초동","1338-8","1338","0008","강남역파라디아골드","18.1090","202311","28","20,000","10","-","-","2017","효령로79길 1","-","중개거래","서울 서초구"
"1042","서울특별시 서초구 서초동","1582-3","1582","0003","서초센트럴IPARK","50.3304","202311","28","99,000","26","-","-","2020","반포대로18길 36","-","중개거래","서울 서초구"
"1043","서울특별시 광진구 중곡동","92-3","0092","0003","지·오오피스텔","22.0100","202311","28","17,200","3","-","-","2002","용마산로 24-1","-","중개거래","서울 관악구 서울 송파구"
"1044","서울특별시 성동구 성수동2가","299-134","0299","0134","(299-134)","39.7800","202311","28","33,500","4","-","-","2017"," ","-","중개거래","서울 성동구"
"1045","서울특별시 광진구 중곡동","92-3","0092","0003","지·오오피스텔","26.4200","202311","28","17,200","3","-","-","2002","용마산로 24-1","-","중개거래","서울 관악구 서울 송파구"
"1046","서울특별시 강서구 화곡동","1110","1110","0000","연우넥스트파크뷰","23.7500","202311","28","22,000","3","-","-","2019","화곡로 354-5","-","중개거래","서울 강서구"
"1047","서울특별시 강남구 자곡동","651","0651","0000","강남유탑유블레스","25.5703","202311","28","18,000","10","-","-","2014","자곡로 180","-","중개거래","서울 강남구"
"1048","서울특별시 성동구 성수동2가","277-101","0277","0101","성수동램킨중흥S클래스오피스텔","18.3300","202311","28","14,100","4","-","-","2013","아차산로13길 16","-","중개거래","서울 성동구"
"1049","서울특별시 강남구 자곡동","658","0658","0000","강남힐스테이트에코","24.1180","202311","28","17,550","5","-","-","2014","자곡로 202","-","중개거래","서울 강남구"
"1050","서울특별시 광진구 중곡동","92-3","0092","0003","지·오오피스텔","19.8700","202311","28","17,200","3","-","-","2002","용마산로 24-1","-","중개거래","서울 관악구 서울 송파구"
"1051","서울특별시 광진구 중곡동","92-3","0092","0003","지·오오피스텔","26.7100","202311","28","17,200","3","-","-","2002","용마산로 24-1","-","중개거래","서울 관악구 서울 송파구"
"1052","서울특별시 금천구 가산동","550-17","0550","0017","가산 미소지움","24.2100","202311","28","19,100","5","-","-","2017","서부샛길 528","-","중개거래","서울 금천구"
"1053","서울특별시 은평구 대조동","15-127","0015","0127","엠케이뷰오피스텔","15.9500","202311","28","26,500","13","-","-","2020","진흥로 187","-","중개거래","경기 성남수정구"
"1054","서울특별시 강남구 역삼동","735-17","0735","0017","역삼 푸르지오 시티","23.9000","202311","28","23,000","7","-","-","2016"," ","-","중개거래","서울 강남구, 서울 서초구"
"1055","서울특별시 강동구 강일동","679-3","0679","0003","강일리슈빌에스","18.4744","202311","28","9,900","4","-","-","2016","아리수로 419","-","중개거래","서울 강동구"
"1056","서울특별시 광진구 중곡동","92-3","0092","0003","지·오오피스텔","26.8500","202311","28","17,200","2","-","-","2002","용마산로 24-1","-","중개거래","서울 관악구 서울 송파구"
"1057","서울특별시 노원구 공릉동","653-5","0653","0005","엘네스트빌 오피스텔","24.0000","202311","27","10,700","4","-","-","2003","화랑로 465","-","중개거래","서울 노원구"
"1058","서울특별시 종로구 종로1가","24","0024","0000","르메이에르종로타운1","36.2300","202311","27","30,000","7","-","-","2007","종로 19","-","중개거래","서울 종로구"
"1059","서울특별시 도봉구 방학동","719-2","0719","0002","북한산현대렉시온오피스텔","26.4000","202311","27","11,900","6","-","-","2004","도봉로152길 16","-","직거래","-"
"1060","서울특별시 은평구 진관동","100-3","0100","0003","아이파크 포레스트 게이트","24.9100","202311","27","14,980","15","-","-","2013","통일로 1010","-","중개거래","서울 은평구"
"1061","서울특별시 송파구 가락동","98-7","0098","0007","(98-7)","35.2400","202311","27","10,750","10","-","-","1990","송파대로28길 13","-","중개거래","서울 강북구 서울 송파구"
"1062","서울특별시 구로구 구로동","97","0097","0000","로제리움2차","19.7400","202311","27","12,000","12","-","-","2014","가마산로26길 5","-","중개거래","서울 구로구"
"1063","서울특별시 구로구 구로동","44-5","0044","0005","비즈트위트 레인보우","21.5200","202311","27","11,400","14","-","-","2012","공원로6길 25","-","중개거래","서울 구로구"
"1064","서울특별시 영등포구 당산동","121-61","0121","0061","여의도 아리스타","20.0400","202311","27","20,000","4","-","-","2021","버드나루로 129","-","직거래","-"
"1065","서울특별시 강서구 마곡동","773-1","0773","0001","마곡역센트럴푸르지오시티","23.0000","202311","27","18,191","11","-","-","2016","마곡중앙6로 10","-","직거래","-"
"1066","서울특별시 서초구 서초동","1338-1","1338","0001","풍림아이원플러스","39.5630","202311","27","26,000","7","-","-","2004","효령로77길 14","20231201","직거래","-"
"1067","서울특별시 서초구 서초동","1337-14","1337","0014","이즈타워","29.4300","202311","27","23,700","15","-","-","2006","사임당로 178","-","중개거래","서울 강남구 서울 서초구"
"1068","서울특별시 마포구 성산동","590-1","0590","0001","상암 두산위브센티움","23.2400","202311","27","13,600","3","-","-","2013","월드컵로36길 14","-","중개거래","서울 마포구"
"1069","서울특별시 서초구 양재동","275-4","0275","0004","트윈타워","24.0700","202311","27","14,000","11","-","-","1991","마방로10길 15","-","중개거래","서울 서초구"
"1070","서울특별시 마포구 동교동","165-8","0165","0008","LG팰리스빌딩","43.5800","202311","27","22,800","11","-","-","1999","양화로 156","-","중개거래","서울 마포구"
"1071","서울특별시 강동구 명일동","47-2","0047","0002","고덕역 갑을명가시티 오피스텔","19.6300","202311","27","15,350","4","-","-","2018","동남로75길 27","-","중개거래","서울 강동구"
"1072","서울특별시 강동구 암사동","513-39","0513","0039","에벤에셀나래하우스","19.8000","202311","27","11,700","4","-","-","2016","상암로6길 48","-","중개거래","서울 강동구"
"1073","서울특별시 강남구 역삼동","824-13","0824","0013","예성I라이프","24.6600","202311","27","18,500","7","-","-","2004","테헤란로4길 13","-","중개거래","서울 관악구"
"1074","서울특별시 서초구 신원동","662","0662","0000","자연누리 오피스텔","21.3900","202311","27","16,000","3","-","-","2015"," ","-","중개거래","서울 강남구"
"1075","서울특별시 종로구 경운동","89-4","0089","0004","운현궁 에스케이 허브","56.0300","202311","26","44,900","5","-","-","2005","삼일대로 461","-","중개거래","서울 종로구"
"1076","서울특별시 은평구 신사동","30-51","0030","0051","아줄리움","28.8100","202311","26","34,000","9","-","-","2022","가좌로 310","-","직거래","-"
"1077","서울특별시 금천구 시흥동","987-14","0987","0014","시티뷰3차","71.1000","202311","26","38,500","8","-","-","2005","시흥대로41길 40","-","중개거래","서울 금천구"
"1078","서울특별시 강서구 마곡동","784-3","0784","0003","스카이오피스텔","30.0000","202311","25","20,000","10","-","-","2016"," ","-","중개거래","서울 강서구"
