,구,거래건수,위도,경도
0,강남구,14807,37.523807,127.026492
1,강남구,14807,37.511498,127.028552
2,강남구,14807,37.517353,127.037164
3,강남구,14807,37.530734,127.028461
4,강남구,14807,37.524399,127.050457
5,강남구,14807,37.514315,127.062824
6,강남구,14807,37.511399,127.046255
7,강남구,14807,37.493236,127.056687
8,강남구,14807,37.502252,127.064162
9,강남구,14807,37.49975,127.057747
10,강남구,14807,37.495361,127.033058
11,강남구,14807,37.49604,127.04679
12,강남구,14807,37.490945,127.038475
13,강남구,14807,37.483818,127.046346
14,강남구,14807,37.481925,127.057439
15,강남구,14807,37.489766,127.069056
16,강남구,14807,37.478833,127.051599
17,강남구,14807,37.464369,127.104583
18,강남구,14807,37.48336,127.08648
19,강남구,14807,37.491887,127.087982
20,강남구,14807,37.492172,127.073696
21,강남구,14807,37.485881,127.096706
22,강남구,14807,37.500335,127.037596
23,강남구,14807,37.47826,127.052024
24,강남구,14807,37.523404,127.046858
25,강남구,14807,37.512792,127.053085
26,강남구,14807,37.501711,127.057851
27,강남구,14807,37.522893,127.028589
28,강남구,14807,37.513093,127.031353
29,강남구,14807,37.528752,127.031766
30,강남구,14807,37.466494,127.103021
31,강남구,14807,37.476796,127.100387
32,강남구,14807,37.47145,127.107251
33,강남구,14807,37.491326,127.083799
34,강남구,14807,37.485767,127.098137
35,강남구,14807,37.486509,127.040738
36,노원구,13215,37.619919,127.062984
37,노원구,13215,37.63251,127.051031
38,노원구,13215,37.620949,127.069054
39,노원구,13215,37.624843,127.07382
40,노원구,13215,37.621268,127.083357
41,노원구,13215,37.640485,127.072685
42,노원구,13215,37.632123,127.068053
43,노원구,13215,37.647853,127.080401
44,노원구,13215,37.652551,127.077488
45,노원구,13215,37.658763,127.077989
46,노원구,13215,37.64204,127.068711
47,노원구,13215,37.679855,127.05502
48,노원구,13215,37.65886,127.068479
49,노원구,13215,37.672624,127.08302
50,노원구,13215,37.662994,127.06947
51,노원구,13215,37.654919,127.066919
52,노원구,13215,37.666726,127.051548
53,노원구,13215,37.66449,127.063818
54,노원구,13215,37.661245,127.060243
55,노원구,13215,37.622192,127.05865
56,노원구,13215,37.623601,127.077388
57,노원구,13215,37.63689,127.073145
58,노원구,13215,37.6671,127.072189
59,노원구,13215,37.646989,127.082411
60,송파구,13078,37.538055,127.122215
61,송파구,13078,37.528779,127.116814
62,송파구,13078,37.496923,127.143302
63,송파구,13078,37.493534,127.146891
64,송파구,13078,37.496025,127.149894
65,송파구,13078,37.49688,127.148538
66,송파구,13078,37.511009,127.123923
67,송파구,13078,37.514596,127.114379
68,송파구,13078,37.515538,127.134424
